year,category,film,name,status,gender,movies.title,movies.year,movies.bt_score,movies.dubious,movies.imdbid,movies.tmdbId,movies.popularity,movies.release_date,movies.revenue,movies.vote_average,movies.vote_count,movies.budget,movies.crew_female_representation,Genre,Production Company,Production Country
1982,WRITING,Tootsie,Larry Gelbart,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Punch Productions,United States of America
1982,WRITING,Tootsie,Don McGuire,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Mirage Enterprises,United States of America
1982,WRITING,Tootsie,Don McGuire,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Punch Productions,United States of America
1982,WRITING,Tootsie,Don McGuire,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Mirage Enterprises,United States of America
1982,WRITING,Tootsie,Don McGuire,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Punch Productions,United States of America
1982,WRITING,Tootsie,Murray Schisgal,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Mirage Enterprises,United States of America
1982,WRITING,Tootsie,Murray Schisgal,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Punch Productions,United States of America
1982,WRITING,Tootsie,Murray Schisgal,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Mirage Enterprises,United States of America
1982,WRITING,Tootsie,Murray Schisgal,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Punch Productions,United States of America
1982,WRITING,Tootsie,Larry Gelbart,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Mirage Enterprises,United States of America
1982,WRITING,Tootsie,Larry Gelbart,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Punch Productions,United States of America
1982,WRITING,Tootsie,Larry Gelbart,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Mirage Enterprises,United States of America
1982,WRITING,Tootsie,Larry Gelbart,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Punch Productions,United States of America
1982,DIRECTING,Tootsie,Sydney Pollack,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Mirage Enterprises,United States of America
1982,DIRECTING,Tootsie,Sydney Pollack,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Punch Productions,United States of America
1982,DIRECTING,Tootsie,Sydney Pollack,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Mirage Enterprises,United States of America
1982,DIRECTING,Tootsie,Sydney Pollack,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Punch Productions,United States of America
1982,FILM EDITING,Tootsie,Fredric Steinkamp,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Mirage Enterprises,United States of America
1982,FILM EDITING,Tootsie,Fredric Steinkamp,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Punch Productions,United States of America
1982,FILM EDITING,Tootsie,Fredric Steinkamp,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Mirage Enterprises,United States of America
1982,FILM EDITING,Tootsie,Fredric Steinkamp,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Punch Productions,United States of America
1982,FILM EDITING,Tootsie,William Steinkamp,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Mirage Enterprises,United States of America
1982,FILM EDITING,Tootsie,William Steinkamp,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Punch Productions,United States of America
1982,FILM EDITING,Tootsie,William Steinkamp,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Mirage Enterprises,United States of America
1982,FILM EDITING,Tootsie,William Steinkamp,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Punch Productions,United States of America
1982,CINEMATOGRAPHY,Tootsie,Owen Roizman,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Mirage Enterprises,United States of America
1982,CINEMATOGRAPHY,Tootsie,Owen Roizman,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Punch Productions,United States of America
1982,CINEMATOGRAPHY,Tootsie,Owen Roizman,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Mirage Enterprises,United States of America
1982,CINEMATOGRAPHY,Tootsie,Owen Roizman,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Punch Productions,United States of America
1982,BEST PICTURE,Tootsie,Sydney Pollack,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Mirage Enterprises,United States of America
1982,BEST PICTURE,Tootsie,Sydney Pollack,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Punch Productions,United States of America
1982,BEST PICTURE,Tootsie,Sydney Pollack,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Mirage Enterprises,United States of America
1982,BEST PICTURE,Tootsie,Sydney Pollack,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Punch Productions,United States of America
1982,BEST PICTURE,Tootsie,Dick Richards,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Mirage Enterprises,United States of America
1982,BEST PICTURE,Tootsie,Dick Richards,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Punch Productions,United States of America
1982,BEST PICTURE,Tootsie,Dick Richards,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Mirage Enterprises,United States of America
1982,BEST PICTURE,Tootsie,Dick Richards,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Punch Productions,United States of America
1982,WRITING,Gandhi,John Briley,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,India
1982,WRITING,Gandhi,John Briley,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,United Kingdom
1982,WRITING,Gandhi,John Briley,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,India
1982,WRITING,Gandhi,John Briley,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,United Kingdom
1982,WRITING,Gandhi,John Briley,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,India
1982,WRITING,Gandhi,John Briley,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,United Kingdom
1982,WRITING,Gandhi,John Briley,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,India
1982,WRITING,Gandhi,John Briley,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,United Kingdom
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,female,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,India
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,female,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,United Kingdom
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,female,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,India
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,female,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,United Kingdom
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,female,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,India
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,female,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,United Kingdom
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,female,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,India
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,female,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,United Kingdom
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,India
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,United Kingdom
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,India
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,United Kingdom
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,India
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,United Kingdom
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,India
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,United Kingdom
1982,DIRECTING,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,India
1982,DIRECTING,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,United Kingdom
1982,DIRECTING,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,India
1982,DIRECTING,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,United Kingdom
1982,DIRECTING,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,India
1982,DIRECTING,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,United Kingdom
1982,DIRECTING,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,India
1982,DIRECTING,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,United Kingdom
1982,FILM EDITING,Gandhi,John Bloom,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,India
1982,FILM EDITING,Gandhi,John Bloom,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,United Kingdom
1982,FILM EDITING,Gandhi,John Bloom,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,India
1982,FILM EDITING,Gandhi,John Bloom,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,United Kingdom
1982,FILM EDITING,Gandhi,John Bloom,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,India
1982,FILM EDITING,Gandhi,John Bloom,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,United Kingdom
1982,FILM EDITING,Gandhi,John Bloom,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,India
1982,FILM EDITING,Gandhi,John Bloom,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,United Kingdom
1982,BEST PICTURE,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,India
1982,BEST PICTURE,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,United Kingdom
1982,BEST PICTURE,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,India
1982,BEST PICTURE,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,United Kingdom
1982,BEST PICTURE,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,India
1982,BEST PICTURE,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,United Kingdom
1982,BEST PICTURE,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,India
1982,BEST PICTURE,Gandhi,Richard Attenborough,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,United Kingdom
1982,COSTUME DESIGN,Gandhi,John Mollo,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,India
1982,COSTUME DESIGN,Gandhi,John Mollo,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,United Kingdom
1982,COSTUME DESIGN,Gandhi,John Mollo,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,India
1982,COSTUME DESIGN,Gandhi,John Mollo,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,United Kingdom
1982,COSTUME DESIGN,Gandhi,John Mollo,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,India
1982,COSTUME DESIGN,Gandhi,John Mollo,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,United Kingdom
1982,COSTUME DESIGN,Gandhi,John Mollo,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,India
1982,COSTUME DESIGN,Gandhi,John Mollo,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,United Kingdom
1982,CINEMATOGRAPHY,Gandhi,Billy Williams,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,India
1982,CINEMATOGRAPHY,Gandhi,Billy Williams,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,United Kingdom
1982,CINEMATOGRAPHY,Gandhi,Billy Williams,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,India
1982,CINEMATOGRAPHY,Gandhi,Billy Williams,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,United Kingdom
1982,CINEMATOGRAPHY,Gandhi,Billy Williams,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,India
1982,CINEMATOGRAPHY,Gandhi,Billy Williams,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,United Kingdom
1982,CINEMATOGRAPHY,Gandhi,Billy Williams,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,India
1982,CINEMATOGRAPHY,Gandhi,Billy Williams,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,United Kingdom
1982,CINEMATOGRAPHY,Gandhi,Ronnie Taylor,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,India
1982,CINEMATOGRAPHY,Gandhi,Ronnie Taylor,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Goldcrest,United Kingdom
1982,CINEMATOGRAPHY,Gandhi,Ronnie Taylor,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,India
1982,CINEMATOGRAPHY,Gandhi,Ronnie Taylor,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,Drama,Indo-British,United Kingdom
1982,CINEMATOGRAPHY,Gandhi,Ronnie Taylor,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,India
1982,CINEMATOGRAPHY,Gandhi,Ronnie Taylor,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Goldcrest,United Kingdom
1982,CINEMATOGRAPHY,Gandhi,Ronnie Taylor,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,India
1982,CINEMATOGRAPHY,Gandhi,Ronnie Taylor,winner,male,Gandhi,1982,2,0,83987,783,12.28,30-11-1982,77737889,7.5,1886,22000000,3.18,History,Indo-British,United Kingdom
1982,WRITING,Diner,Barry Levinson,nominated,male,Diner,1982,1,0,83833,13776,8.04,02-04-1982,0,6.9,213,0,10.81,Comedy,Metro-Goldwyn-Mayer,United States of America
1982,WRITING,Diner,Barry Levinson,nominated,male,Diner,1982,1,0,83833,13776,8.04,02-04-1982,0,6.9,213,0,10.81,Drama,Metro-Goldwyn-Mayer,United States of America
1982,WRITING,The Verdict,David Mamet,nominated,male,The Verdict,1982,1,0,84855,24226,8.08,08-12-1982,53977250,7.4,451,16000000,5.56,Drama,20th Century Fox,United States of America
1982,DIRECTING,The Verdict,Sidney Lumet,nominated,male,The Verdict,1982,1,0,84855,24226,8.08,08-12-1982,53977250,7.4,451,16000000,5.56,Drama,20th Century Fox,United States of America
1982,BEST PICTURE,The Verdict,David Brown,nominated,male,The Verdict,1982,1,0,84855,24226,8.08,08-12-1982,53977250,7.4,451,16000000,5.56,Drama,20th Century Fox,United States of America
1982,BEST PICTURE,The Verdict,Richard D. Zanuck,nominated,male,The Verdict,1982,1,0,84855,24226,8.08,08-12-1982,53977250,7.4,451,16000000,5.56,Drama,20th Century Fox,United States of America
2012,COSTUME DESIGN,Mirror Mirror,Eiko Ishioka,nominated,female,Mirror Mirror,2012,3,1,1667353,62764,22.98,15-03-2012,183018522,5.9,2868,85000000,8.57,Adventure,Misher Films,United States of America
2012,COSTUME DESIGN,Mirror Mirror,Eiko Ishioka,nominated,female,Mirror Mirror,2012,3,1,1667353,62764,22.98,15-03-2012,183018522,5.9,2868,85000000,8.57,Adventure,Relativity Media,United States of America
2012,COSTUME DESIGN,Mirror Mirror,Eiko Ishioka,nominated,female,Mirror Mirror,2012,3,1,1667353,62764,22.98,15-03-2012,183018522,5.9,2868,85000000,8.57,Comedy,Misher Films,United States of America
