year,category,film,name,status,gender,movies.title,movies.year,movies.bt_score,movies.dubious,movies.imdbid,movies.tmdbId,movies.popularity,movies.release_date,movies.revenue,movies.vote_average,movies.vote_count,movies.budget,movies.crew_female_representation,Genre,Production Company,Production Country
2000,BEST PICTURE,Gladiator,Douglas Wick,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United Kingdom
2000,BEST PICTURE,Gladiator,Douglas Wick,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United States of America
2000,BEST PICTURE,Gladiator,David Franzoni,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United Kingdom
2000,BEST PICTURE,Gladiator,David Franzoni,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United States of America
2000,BEST PICTURE,Gladiator,David Franzoni,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United Kingdom
2000,BEST PICTURE,Gladiator,David Franzoni,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United States of America
2000,BEST PICTURE,Gladiator,David Franzoni,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United Kingdom
2000,BEST PICTURE,Gladiator,David Franzoni,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United States of America
2000,BEST PICTURE,Gladiator,David Franzoni,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United Kingdom
2000,BEST PICTURE,Gladiator,David Franzoni,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United States of America
2000,BEST PICTURE,Gladiator,David Franzoni,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United Kingdom
2000,BEST PICTURE,Gladiator,David Franzoni,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United States of America
2000,BEST PICTURE,Gladiator,David Franzoni,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United Kingdom
2000,BEST PICTURE,Gladiator,David Franzoni,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United States of America
2000,BEST PICTURE,Gladiator,Branko Lustig,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United Kingdom
2000,BEST PICTURE,Gladiator,Branko Lustig,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United States of America
2000,BEST PICTURE,Gladiator,Branko Lustig,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United Kingdom
2000,BEST PICTURE,Gladiator,Branko Lustig,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United States of America
2000,BEST PICTURE,Gladiator,Branko Lustig,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United Kingdom
2000,BEST PICTURE,Gladiator,Branko Lustig,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United States of America
2000,BEST PICTURE,Gladiator,Branko Lustig,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United Kingdom
2000,BEST PICTURE,Gladiator,Branko Lustig,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United States of America
2000,BEST PICTURE,Gladiator,Branko Lustig,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United Kingdom
2000,BEST PICTURE,Gladiator,Branko Lustig,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United States of America
2000,BEST PICTURE,Gladiator,Branko Lustig,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United Kingdom
2000,BEST PICTURE,Gladiator,Branko Lustig,winner,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United States of America
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United Kingdom
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United States of America
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United Kingdom
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United States of America
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United Kingdom
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United States of America
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United Kingdom
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United States of America
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United Kingdom
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United States of America
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United Kingdom
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United States of America
2000,WRITING,Gladiator,John Logan,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United Kingdom
2000,WRITING,Gladiator,John Logan,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United States of America
2000,WRITING,Gladiator,John Logan,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United Kingdom
2000,WRITING,Gladiator,John Logan,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United States of America
2000,WRITING,Gladiator,John Logan,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United Kingdom
2000,WRITING,Gladiator,John Logan,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United States of America
2000,WRITING,Gladiator,John Logan,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United Kingdom
2000,WRITING,Gladiator,John Logan,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United States of America
2000,WRITING,Gladiator,John Logan,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United Kingdom
2000,WRITING,Gladiator,John Logan,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United States of America
2000,WRITING,Gladiator,John Logan,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United Kingdom
2000,WRITING,Gladiator,John Logan,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United States of America
2000,WRITING,Gladiator,William Nicholson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United Kingdom
2000,WRITING,Gladiator,William Nicholson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United States of America
2000,WRITING,Gladiator,William Nicholson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United Kingdom
2000,WRITING,Gladiator,William Nicholson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United States of America
2000,WRITING,Gladiator,William Nicholson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United Kingdom
2000,WRITING,Gladiator,William Nicholson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United States of America
2000,WRITING,Gladiator,William Nicholson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United Kingdom
2000,WRITING,Gladiator,William Nicholson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United States of America
2000,WRITING,Gladiator,William Nicholson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United Kingdom
2000,WRITING,Gladiator,William Nicholson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United States of America
2000,WRITING,Gladiator,William Nicholson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United Kingdom
2000,WRITING,Gladiator,William Nicholson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United States of America
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United Kingdom
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United States of America
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United Kingdom
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United States of America
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United Kingdom
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United States of America
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United Kingdom
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United States of America
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United Kingdom
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United States of America
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United Kingdom
2000,WRITING,Gladiator,David Franzoni,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United States of America
2000,CINEMATOGRAPHY,Gladiator,John Mathieson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United Kingdom
2000,CINEMATOGRAPHY,Gladiator,John Mathieson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United States of America
2000,CINEMATOGRAPHY,Gladiator,John Mathieson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United Kingdom
2000,CINEMATOGRAPHY,Gladiator,John Mathieson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United States of America
2000,CINEMATOGRAPHY,Gladiator,John Mathieson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United Kingdom
2000,CINEMATOGRAPHY,Gladiator,John Mathieson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United States of America
2000,CINEMATOGRAPHY,Gladiator,John Mathieson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United Kingdom
2000,CINEMATOGRAPHY,Gladiator,John Mathieson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United States of America
2000,CINEMATOGRAPHY,Gladiator,John Mathieson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United Kingdom
2000,CINEMATOGRAPHY,Gladiator,John Mathieson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United States of America
2000,CINEMATOGRAPHY,Gladiator,John Mathieson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United Kingdom
2000,CINEMATOGRAPHY,Gladiator,John Mathieson,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United States of America
2000,FILM EDITING,Gladiator,Pietro Scalia,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United Kingdom
2000,FILM EDITING,Gladiator,Pietro Scalia,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Universal Pictures,United States of America
2000,FILM EDITING,Gladiator,Pietro Scalia,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United Kingdom
2000,FILM EDITING,Gladiator,Pietro Scalia,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Action,Scott Free Productions,United States of America
2000,FILM EDITING,Gladiator,Pietro Scalia,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United Kingdom
2000,FILM EDITING,Gladiator,Pietro Scalia,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Universal Pictures,United States of America
2000,FILM EDITING,Gladiator,Pietro Scalia,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United Kingdom
2000,FILM EDITING,Gladiator,Pietro Scalia,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Drama,Scott Free Productions,United States of America
2000,FILM EDITING,Gladiator,Pietro Scalia,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United Kingdom
2000,FILM EDITING,Gladiator,Pietro Scalia,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Universal Pictures,United States of America
2000,FILM EDITING,Gladiator,Pietro Scalia,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United Kingdom
2000,FILM EDITING,Gladiator,Pietro Scalia,nominated,male,Gladiator,2000,0,0,172495,98,44.94,01-05-2000,465361176,8.2,15179,103000000,7.04,Adventure,Scott Free Productions,United States of America
2000,WRITING,"O Brother, Where Art Thou?",Ethan Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Adventure,Universal Pictures,France
2000,WRITING,"O Brother, Where Art Thou?",Ethan Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Adventure,Universal Pictures,United Kingdom
2000,WRITING,"O Brother, Where Art Thou?",Ethan Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Adventure,Touchstone Pictures,France
2000,WRITING,"O Brother, Where Art Thou?",Ethan Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Adventure,Touchstone Pictures,United Kingdom
2000,WRITING,"O Brother, Where Art Thou?",Ethan Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Comedy,Universal Pictures,France
2000,WRITING,"O Brother, Where Art Thou?",Ethan Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Comedy,Universal Pictures,United Kingdom
2000,WRITING,"O Brother, Where Art Thou?",Ethan Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Comedy,Touchstone Pictures,France
2000,WRITING,"O Brother, Where Art Thou?",Ethan Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Comedy,Touchstone Pictures,United Kingdom
2000,WRITING,"O Brother, Where Art Thou?",Ethan Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Crime,Universal Pictures,France
2000,WRITING,"O Brother, Where Art Thou?",Ethan Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Crime,Universal Pictures,United Kingdom
2000,WRITING,"O Brother, Where Art Thou?",Ethan Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Crime,Touchstone Pictures,France
2000,WRITING,"O Brother, Where Art Thou?",Ethan Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Crime,Touchstone Pictures,United Kingdom
2000,WRITING,"O Brother, Where Art Thou?",Joel Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Adventure,Universal Pictures,France
2000,WRITING,"O Brother, Where Art Thou?",Joel Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Adventure,Universal Pictures,United Kingdom
2000,WRITING,"O Brother, Where Art Thou?",Joel Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Adventure,Touchstone Pictures,France
2000,WRITING,"O Brother, Where Art Thou?",Joel Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Adventure,Touchstone Pictures,United Kingdom
2000,WRITING,"O Brother, Where Art Thou?",Joel Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Comedy,Universal Pictures,France
2000,WRITING,"O Brother, Where Art Thou?",Joel Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Comedy,Universal Pictures,United Kingdom
2000,WRITING,"O Brother, Where Art Thou?",Joel Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Comedy,Touchstone Pictures,France
2000,WRITING,"O Brother, Where Art Thou?",Joel Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Comedy,Touchstone Pictures,United Kingdom
2000,WRITING,"O Brother, Where Art Thou?",Joel Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Crime,Universal Pictures,France
2000,WRITING,"O Brother, Where Art Thou?",Joel Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Crime,Universal Pictures,United Kingdom
2000,WRITING,"O Brother, Where Art Thou?",Joel Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Crime,Touchstone Pictures,France
2000,WRITING,"O Brother, Where Art Thou?",Joel Coen,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Crime,Touchstone Pictures,United Kingdom
2000,CINEMATOGRAPHY,"O Brother, Where Art Thou?",Roger Deakins,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Adventure,Universal Pictures,France
2000,CINEMATOGRAPHY,"O Brother, Where Art Thou?",Roger Deakins,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Adventure,Universal Pictures,United Kingdom
2000,CINEMATOGRAPHY,"O Brother, Where Art Thou?",Roger Deakins,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Adventure,Touchstone Pictures,France
2000,CINEMATOGRAPHY,"O Brother, Where Art Thou?",Roger Deakins,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Adventure,Touchstone Pictures,United Kingdom
2000,CINEMATOGRAPHY,"O Brother, Where Art Thou?",Roger Deakins,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Comedy,Universal Pictures,France
2000,CINEMATOGRAPHY,"O Brother, Where Art Thou?",Roger Deakins,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Comedy,Universal Pictures,United Kingdom
2000,CINEMATOGRAPHY,"O Brother, Where Art Thou?",Roger Deakins,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Comedy,Touchstone Pictures,France
2000,CINEMATOGRAPHY,"O Brother, Where Art Thou?",Roger Deakins,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Comedy,Touchstone Pictures,United Kingdom
2000,CINEMATOGRAPHY,"O Brother, Where Art Thou?",Roger Deakins,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Crime,Universal Pictures,France
2000,CINEMATOGRAPHY,"O Brother, Where Art Thou?",Roger Deakins,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Crime,Universal Pictures,United Kingdom
2000,CINEMATOGRAPHY,"O Brother, Where Art Thou?",Roger Deakins,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Crime,Touchstone Pictures,France
2000,CINEMATOGRAPHY,"O Brother, Where Art Thou?",Roger Deakins,nominated,male,"O Brother, Where Art Thou?",2000,0,1,190590,134,15.62,30-08-2000,71868327,7.3,3324,26000000,14.29,Crime,Touchstone Pictures,United Kingdom
2001,FILM EDITING,Black Hawk Down,Pietro Scalia,winner,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,Action,Jerry Bruckheimer Films,United Kingdom
2001,FILM EDITING,Black Hawk Down,Pietro Scalia,winner,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,Action,Jerry Bruckheimer Films,United States of America
2001,FILM EDITING,Black Hawk Down,Pietro Scalia,winner,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,Action,Revolution Studios,United Kingdom
